<<<<<<< HEAD
time,rr
0.5390625,0.4921875
1,0.4609375
1.4375,0.4375
2,0.5625
3,1
4,1
5,1
8.03125,3.03125
9.015625,0.984375
10.015625,1
11.015625,1
12.015625,1
13.015625,1
14.0078125,0.9921875
15.546875,1.5390625
16.3125,0.765625
17.078125,0.765625
18,0.921875
18.625,0.625
19,0.375
19.3984375,0.3984375
20.1875,0.7890625
21,0.8125
21.8046875,0.8046875
22.625,0.8203125
23.4375,0.8125
24.2578125,0.8203125
25.0625,0.8046875
25.8671875,0.8046875
26.671875,0.8046875
27.4609375,0.7890625
28.2421875,0.78125
29.015625,0.7734375
29.78125,0.765625
30.546875,0.765625
31.296875,0.75
32.03125,0.734375
32.765625,0.734375
33.4921875,0.7265625
34.2109375,0.71875
34.9296875,0.71875
35.640625,0.7109375
36.359375,0.71875
37.0703125,0.7109375
37.7890625,0.71875
38.515625,0.7265625
39.25,0.734375
39.9921875,0.7421875
40.7421875,0.75
41.5078125,0.765625
42.2734375,0.765625
43.046875,0.7734375
43.8125,0.765625
44.5859375,0.7734375
45.3515625,0.765625
46.1328125,0.78125
46.8984375,0.765625
47.6640625,0.765625
48.421875,0.7578125
49.125,0.703125
49.9296875,0.8046875
50.6640625,0.734375
51.40625,0.7421875
52.1328125,0.7265625
52.8515625,0.71875
53.5625,0.7109375
54.28125,0.71875
54.9921875,0.7109375
55.6953125,0.703125
56.3984375,0.703125
57.09375,0.6953125
57.8046875,0.7109375
58.515625,0.7109375
59.2265625,0.7109375
59.9375,0.7109375
60.671875,0.734375
61.390625,0.71875
62.1328125,0.7421875
62.8671875,0.734375
63.609375,0.7421875
64.328125,0.71875
65.0546875,0.7265625
65.7734375,0.71875
66.4921875,0.71875
67.2109375,0.71875
67.953125,0.7421875
68.6875,0.734375
69.4140625,0.7265625
70.15625,0.7421875
70.8828125,0.7265625
71.6015625,0.71875
72.3203125,0.71875
73.03125,0.7109375
73.75,0.71875
74.453125,0.703125
75.1484375,0.6953125
75.84375,0.6953125
76.5390625,0.6953125
76.9921875,0.453125
77.25,0.2578125
77.9609375,0.7109375
78.6875,0.7265625
79.421875,0.734375
80.1484375,0.7265625
80.8828125,0.734375
81.6171875,0.734375
82.359375,0.7421875
83,0.640625
84,1
84.5703125,0.5703125
85,0.4296875
85.296875,0.296875
86.03125,0.734375
86.734375,0.703125
87.4375,0.703125
88.140625,0.703125
88.84375,0.703125
89.546875,0.703125
90.25,0.703125
90.9609375,0.7109375
91.671875,0.7109375
92.375,0.703125
93.078125,0.703125
93.7890625,0.7109375
94.4921875,0.703125
95.1875,0.6953125
95.8828125,0.6953125
96.59375,0.7109375
97.296875,0.703125
98.0078125,0.7109375
98.7265625,0.71875
99.4296875,0.703125
100.15625,0.7265625
100.890625,0.734375
101.5703125,0.6796875
102.0078125,0.4375
102.328125,0.3203125
103.046875,0.71875
103.765625,0.71875
104.4765625,0.7109375
105.1640625,0.6875
105.8828125,0.71875
106.625,0.7421875
107.375,0.75
108.109375,0.734375
108.875,0.765625
109.6328125,0.7578125
110.390625,0.7578125
111.1484375,0.7578125
111.90625,0.7578125
112.65625,0.75
